# x
0.000000000000000000e+00 7.813044786453247070e-01 9.899750947952270508e-01
0.000000000000000000e+00 4.460350275039672852e-01 5.060663223266601562e-01
0.000000000000000000e+00 8.645335435867309570e-01 6.683416366577148438e-01
0.000000000000000000e+00 7.361963987350463867e-01 8.964952230453491211e-01
0.000000000000000000e+00 4.447063207626342773e-01 2.825920581817626953e-01
0.000000000000000000e+00 8.448184728622436523e-01 4.728840589523315430e-01
0.000000000000000000e+00 6.821439266204833984e-01 5.175175666809082031e-01
0.000000000000000000e+00 8.400449752807617188e-01 3.349423408508300781e-02
0.000000000000000000e+00 2.799277305603027344e-01 7.135564088821411133e-01
0.000000000000000000e+00 5.855805873870849609e-01 3.407418727874755859e-02
0.000000000000000000e+00 4.874372482299804688e-02 1.043522357940673828e-02
0.000000000000000000e+00 4.082732200622558594e-01 8.297799825668334961e-01
0.000000000000000000e+00 2.549636363983154297e-02 4.619748592376708984e-01
0.000000000000000000e+00 3.130706548690795898e-01 1.080478429794311523e-01
0.000000000000000000e+00 7.247864007949829102e-01 8.692585229873657227e-01
0.000000000000000000e+00 5.291395187377929688e-01 2.683699131011962891e-02
0.000000000000000000e+00 6.484925746917724609e-02 6.573855876922607422e-01
0.000000000000000000e+00 4.693937301635742188e-02 1.117432117462158203e-02
0.000000000000000000e+00 7.740349769592285156e-01 7.775672674179077148e-01
0.000000000000000000e+00 8.518089056015014648e-01 4.884757995605468750e-01
0.000000000000000000e+00 6.204295158386230469e-01 8.789902925491333008e-01
0.000000000000000000e+00 3.831654787063598633e-01 1.786693334579467773e-01
0.000000000000000000e+00 8.588508367538452148e-01 7.247864007949829102e-01
0.000000000000000000e+00 1.548269987106323242e-01 1.581681966781616211e-01
0.000000000000000000e+00 2.022413015365600586e-01 7.309675216674804688e-02
0.000000000000000000e+00 5.070552825927734375e-01 2.157076597213745117e-01
0.000000000000000000e+00 5.426136255264282227e-01 2.964388132095336914e-01
0.000000000000000000e+00 6.861786842346191406e-01 6.980216503143310547e-02
0.000000000000000000e+00 6.673913002014160156e-01 3.094950914382934570e-01
0.000000000000000000e+00 1.994841098785400391e-01 3.569465875625610352e-01
0.000000000000000000e+00 1.071335077285766602e-01 7.785757780075073242e-01
0.000000000000000000e+00 3.863300085067749023e-01 4.506781101226806641e-01
0.000000000000000000e+00 3.696333169937133789e-01 2.843413352966308594e-01
0.000000000000000000e+00 5.960448980331420898e-01 4.308122396469116211e-01
0.000000000000000000e+00 9.390282630920410156e-01 1.112070083618164062e-01
0.000000000000000000e+00 3.226923942565917969e-02 7.401907444000244141e-02
0.000000000000000000e+00 5.910573005676269531e-01 3.102179765701293945e-01
0.000000000000000000e+00 3.501329421997070312e-01 7.120065689086914062e-01
0.000000000000000000e+00 2.834893465042114258e-01 5.932592153549194336e-01
0.000000000000000000e+00 4.130636453628540039e-01 7.281255722045898438e-02
0.000000000000000000e+00 4.957588911056518555e-01 4.180566072463989258e-01
0.000000000000000000e+00 1.091506481170654297e-01 5.138971805572509766e-01
0.000000000000000000e+00 6.729527711868286133e-01 8.845821619033813477e-01
0.000000000000000000e+00 1.928691864013671875e-01 5.779042243957519531e-01
0.000000000000000000e+00 1.057478189468383789e-01 4.282023906707763672e-01
0.000000000000000000e+00 3.983892202377319336e-01 4.707946777343750000e-01
0.000000000000000000e+00 5.117639303207397461e-01 3.606677055358886719e-02
0.000000000000000000e+00 9.237611293792724609e-02 5.117639303207397461e-01
0.000000000000000000e+00 8.254157304763793945e-01 2.142531871795654297e-01
0.000000000000000000e+00 8.065856695175170898e-01 9.698103666305541992e-01
0.000000000000000000e+00 4.168473482131958008e-01 5.401759147644042969e-01
0.000000000000000000e+00 6.903350353240966797e-01 7.597942352294921875e-01
0.000000000000000000e+00 3.916047811508178711e-01 2.138079404830932617e-01
0.000000000000000000e+00 5.626817941665649414e-01 3.909050226211547852e-01
0.000000000000000000e+00 8.527097702026367188e-01 8.033341169357299805e-01
0.000000000000000000e+00 6.759485006332397461e-01 3.169423341751098633e-01
0.000000000000000000e+00 4.746874570846557617e-01 1.296672821044921875e-01
0.000000000000000000e+00 1.724531650543212891e-01 2.951757907867431641e-01
0.000000000000000000e+00 3.815863132476806641e-01 9.432181119918823242e-01
0.000000000000000000e+00 6.825596094131469727e-01 9.084951877593994141e-02
0.000000000000000000e+00 9.365113973617553711e-01 5.678305625915527344e-01
0.000000000000000000e+00 7.013137340545654297e-01 3.181964159011840820e-01
0.000000000000000000e+00 1.786693334579467773e-01 8.056330680847167969e-02
0.000000000000000000e+00 2.216650247573852539e-01 5.653649568557739258e-01
0.000000000000000000e+00 3.876444101333618164e-01 6.165293455123901367e-01
0.000000000000000000e+00 5.454798936843872070e-01 6.682544946670532227e-01
0.000000000000000000e+00 1.098453998565673828e-02 3.696333169937133789e-01
0.000000000000000000e+00 9.558062553405761719e-01 1.070959568023681641e-01
0.000000000000000000e+00 4.675804376602172852e-01 1.387286186218261719e-02
0.000000000000000000e+00 6.543421745300292969e-02 8.551613092422485352e-01
0.000000000000000000e+00 4.909015893936157227e-01 4.496507644653320312e-01
0.000000000000000000e+00 2.212476730346679688e-02 2.375650405883789062e-02
0.000000000000000000e+00 2.511024475097656250e-03 9.697556495666503906e-03
0.000000000000000000e+00 3.678487539291381836e-01 3.766057491302490234e-01
0.000000000000000000e+00 3.661860227584838867e-01 3.257609605789184570e-01
0.000000000000000000e+00 7.102568149566650391e-01 5.942338705062866211e-01
0.000000000000000000e+00 6.943352222442626953e-01 5.867613554000854492e-01
0.000000000000000000e+00 3.570778369903564453e-01 4.693937301635742188e-02
0.000000000000000000e+00 2.146114110946655273e-01 2.088559865951538086e-01
0.000000000000000000e+00 4.544192552566528320e-01 3.312793970108032227e-01
0.000000000000000000e+00 9.240746498107910156e-02 9.444234371185302734e-01
0.000000000000000000e+00 9.537343978881835938e-01 9.118628501892089844e-02
0.000000000000000000e+00 2.538949251174926758e-01 7.451632022857666016e-01
0.000000000000000000e+00 4.282023906707763672e-01 5.320587158203125000e-01
0.000000000000000000e+00 5.950618982315063477e-01 3.898123502731323242e-01
0.000000000000000000e+00 9.662616252899169922e-01 3.828430175781250000e-01
0.000000000000000000e+00 3.081560134887695312e-04 6.617596149444580078e-01
0.000000000000000000e+00 5.035147666931152344e-01 1.677330732345581055e-01
0.000000000000000000e+00 6.906169652938842773e-01 4.055682420730590820e-01
0.000000000000000000e+00 8.660955429077148438e-01 5.907698869705200195e-01
0.000000000000000000e+00 6.988819837570190430e-01 7.439757585525512695e-01
0.000000000000000000e+00 7.724366188049316406e-01 7.854142189025878906e-01
0.000000000000000000e+00 1.089625358581542969e-01 1.502512693405151367e-01
0.000000000000000000e+00 8.056330680847167969e-02 6.236257553100585938e-01
0.000000000000000000e+00 1.397979259490966797e-01 4.267327785491943359e-01
0.000000000000000000e+00 4.353270530700683594e-01 4.612579345703125000e-01
0.000000000000000000e+00 9.159841537475585938e-01 3.226923942565917969e-02
0.000000000000000000e+00 1.333500146865844727e-01 9.895110130310058594e-02
0.000000000000000000e+00 1.677330732345581055e-01 6.857664585113525391e-01
0.000000000000000000e+00 9.405614137649536133e-01 1.894668340682983398e-01
0.000000000000000000e+00 7.123223543167114258e-01 1.778904199600219727e-01
0.000000000000000000e+00 6.103204488754272461e-01 7.782527208328247070e-01
